userID,friendID
9034,146050
9034,147687
9034,160451
9034,199187
9034,226878
9034,260834
9034,310461
9034,320710
9034,326381
9034,330200
9034,349749
9034,375845
9034,388163
9034,432054
9034,441435
9034,443018
9034,454933
9034,468276
9034,489577
9034,500189
9034,505846
9034,515608
9034,552679
9034,565019
9034,655638
9034,696944
9034,721150
9034,724664
9034,745745
9034,759408
9034,764143
9034,788474
9034,836515
9034,891920
9034,905328
9034,912099
9034,923619
9034,980347
9034,993266
9072,5795
9072,105772
9072,240913
9072,265474
9072,574096
9072,642984
9072,665978
9072,745745
9072,759507
9072,887200
9072,961018
9421,30404
9421,55408
9421,74017
9421,83556
9421,90287
9421,98667
9421,133694
9421,139237
9421,140840
9421,146050
9421,152991
9421,181200
9421,194857
9421,199187
9421,212710
9421,226184
9421,227443
9421,240913
9421,253095
9421,268330
9421,278374
9421,281457
9421,288324
9421,310461
9421,320710
9421,330200
9421,350287
9421,368320
9421,417037
9421,423178
9421,432054
9421,454933
9421,505846
9421,527585
9421,539688
9421,552679
9421,555976
9421,573417
9421,615249
9421,619849
9421,626591
9421,629573
9421,638857
9421,649628
9421,655638
9421,668296
9421,669256
9421,681518
9421,687395
9421,690723
9421,706244
9421,724664
9421,753692
9421,756469
9421,759408
9421,763874
9421,777692
9421,790396
9421,820777
9421,824555
9421,827354
9421,834971
9421,837400
9421,858258
9421,870695
9421,883476
9421,890113
9421,897590
9421,914527
9421,920883
9421,931636
9421,956532
9421,965152
9421,965293
9421,977079
9421,980347
9421,986827
9797,710679
9797,872280
10146,270111
10146,734425
10146,789823
10146,854579
10243,466891
10243,611929
10243,620114
10243,965592
12180,240589
12180,349749
12180,534751
12494,55408
12494,181498
12494,461869
12494,468276
12494,573417
12494,602154
12494,616467
12494,791847
12494,929711
12494,939428
12494,987402
12778,136343
12778,237321
12778,303215
12778,651842
12778,675367
12778,705632
12778,768985
13084,82610
13084,182339
13084,287399
13084,297324
13084,315645
13084,619849
13084,656748
13084,846009
13084,865855
13084,889386
13084,924491
13084,946410
13163,21197
13163,166292
13163,329721
13163,530390
13163,535656
13163,620114
13163,761788
13163,950278
13713,342022
13713,360291
14468,611929
14468,652256
14468,677058
14468,769063
14468,898340
14688,70766
14688,190171
14688,360291
14688,411549
14688,478340
14688,522150
14688,672617
14688,751455
14688,768985
14688,769063
14688,807703
14688,825437
14688,870695
14688,996586
15310,142925
15310,674938
15310,821723
15310,853276
15762,154142
15762,725592
15762,913681
16154,110303
16154,142230
16154,387146
16154,672617
16154,863817
16154,922821
16154,936489
16583,17887
16583,237321
16583,413789
16583,460157
16583,624598
16583,654577
16583,768985
16583,856942
16583,881980
16948,65347
16948,163647
16948,182339
16948,204933
16948,254511
16948,278830
16948,296676
16948,424504
16948,484907
16948,607890
16948,767217
16948,769063
16948,900442
17180,69175
17180,144771
17180,187469
17180,396793
17180,446114
17180,465371
17180,583328
17180,680069
17180,725812
17180,799331
17180,837172
17180,896821
17180,978120
17887,16583
17887,123196
17887,138760
17887,178090
17887,300538
17887,303215
17887,322250
17887,375550
17887,413789
17887,596439
17887,619310
17887,623472
17887,675367
17887,768985
17887,807703
17887,834376
17887,856942
18043,52929
18043,550427
18043,553669
18043,580347
18043,784715
18043,968045
18043,971793
20501,75683
20501,138760
20501,157906
20501,287399
20501,306883
20501,418840
20501,472016
20501,563940
20501,580347
20501,672075
20501,820860
20501,842403
20501,968045
21197,13163
21197,454854
21197,830664
21197,860145
21485,195613
21485,520893
21485,568086
21485,788707
21485,830664
21485,921500
21485,996586
21488,651922
21793,320312
21793,694983
22741,50241
22741,231341
22741,485327
22741,872098
22745,106743
22745,182339
22745,272515
22745,336630
22745,581813
22745,618483
23096,138760
23096,991074
23413,264058
23413,453432
23413,454854
23413,804583
23413,838961
23425,568086
23425,898638
23921,52933
23921,103652
23921,138760
23921,425980
23921,946410
23921,974428
24356,65347
24356,82610
24356,138760
24356,275579
24356,595066
24356,865855
24356,889386
24356,946410
24807,243090
24807,504406
24807,644922
24901,40167
24901,55408
24901,102258
24901,178381
24901,181498
24901,208084
24901,312559
24901,421565
24901,460157
24901,622994
24901,726202
24901,726542
24901,784469
24901,791847
24901,858927
24901,929711
24901,939428
25050,269328
25050,927322
25155,49050
25155,651922
25383,94085
25383,227356
25383,235170
25383,725592
25383,983003
26286,105772
26286,202247
26286,592059
26286,769063
26577,679277
26577,872280
26577,879323
27282,838520
28913,169645
28913,254511
28913,381742
28913,570255
28913,596456
28913,782910
28913,857941
28983,138760
28983,248522
28983,629589
28983,737755
29229,144919
29229,264058
29229,454854
29229,725592
29229,839916
29341,6135
29341,86582
29341,127948
29341,160451
29341,264058
29341,278374
29341,310466
29341,375845
29341,409584
29341,423178
29341,454854
29341,454933
29341,500846
29341,522992
29341,553669
29341,559800
29341,565019
29341,574096
29341,598707
29341,638857
29341,690769
29341,782334
29341,909173
29341,939238
29341,943405
29341,965152
29341,980347
29341,984356
29847,102258
29847,181498
29847,393604
29847,459818
29847,784469
29847,900119
30144,192054
30144,791847
30144,929711
30404,9421
30404,206430
30404,253095
30404,263144
30404,387146
30404,504406
30404,504523
30404,540289
30404,633359
30404,748485
30404,905328
30564,389769
30564,756469
30564,886454
30727,8900
30727,138760
30727,155448
30727,216482
30727,320505
30727,665978
30727,725592
30727,749499
30727,807703
30727,857999
30727,987042
31327,616467
31383,874736
32224,342022
32224,784469
32224,874459
32513,202247
32513,263144
32513,462373
32513,507005
32513,580347
32513,649628
32513,728842
32513,769063
32806,996586
32813,520152
32813,539162
32820,83556
32820,209564
32820,715340
32820,804434
32820,808462
33121,40543
33121,320710
33155,291936
33155,360679
33464,47560
33464,49050
33464,97201
33464,154186
33464,194857
33464,197117
33464,198812
33464,230844
33464,320710
33464,330200
33464,385920
33464,393955
33464,400867
33464,454933
33464,489577
33464,565019
33464,593162
33464,619079
33464,649628
33464,687395
33464,704438
33464,711400
33464,804132
33464,863817
33464,872098
33464,888088
33464,909244
33464,939238
33464,973459
33464,980347
33622,312559
33622,563940
33622,707900
33622,896821
33893,854305
35301,391289
35301,538152
35301,761085
35632,127948
35632,139237
35632,154186
35632,477165
35632,612651
35632,619079
35632,629573
35632,724664
35632,901500
35953,138760
35953,144919
35953,446197
35953,725592
35953,751455
35953,808503
35953,996586
36420,186308
36420,651183
36420,767217
36420,777914
36420,865855
36970,227356
36970,495790
36970,687155
36970,839916
36989,580347
36989,831812
36989,968045
38683,147687
38683,292231
38683,295282
38683,430771
38683,443018
38683,611037
38683,681584
38683,837172
38683,873523
38683,919883
38878,52929
38878,82610
38878,83556
38878,97201
38878,133263
38878,138760
38878,146050
38878,160451
38878,182339
38878,194857
38878,198812
38878,202511
38878,229536
38878,254511
38878,263244
38878,287882
38878,302297
38878,326381
38878,354111
38878,366226
38878,385920
38878,387838
38878,423178
38878,428286
38878,448151
38878,452902
38878,472016
38878,500189
38878,501468
38878,559248
38878,580347
38878,585256
38878,619079
38878,621581
38878,640518
38878,644922
38878,674728
38878,711400
38878,718811
38878,777692
38878,804132
38878,830138
38878,872098
38878,889399
38878,890113
38878,909244
38878,939238
38878,940112
38878,962823
38878,968045
38878,973459
38878,976288
39732,98012
39732,441435
39732,500189
39732,602086
39732,820860
39732,835622
39732,889386
39732,978120
39784,82610
40056,152991
40056,227443
40056,254511
40056,260834
40056,268330
40056,349749
40056,527585
40056,665395
40056,685892
40056,725812
40056,759507
40056,890113
40056,892315
40056,909495
40167,24901
40167,178090
40167,178381
40167,181498
40167,208084
40167,413789
40167,421565
40167,428585
40167,451604
40167,459818
40167,520893
40167,541992
40167,564398
40167,581089
40167,632109
40167,726202
40167,751813
40167,783042
40167,791847
40167,807703
40167,900119
40167,927331
40167,929711
40167,954894
40167,983077
40167,987402
40167,994557
40242,269328
40242,379357
40242,443869
40242,504040
40242,606675
40242,616467
40242,749112
40242,865855
40413,198916
40413,379529
40413,466891
40413,550269
40413,593103
40413,660679
40413,792165
40413,804583
40413,808515
40413,862066
40413,910685
40413,937351
40543,33121
40543,93499
40543,169645
40543,515608
40543,607890
40543,629573
40543,724664
40543,774992
40543,845632
40543,865855
40543,873523
40543,899692
40543,939238
40543,946410
42287,175764
42287,240589
42287,253522
42287,328887
42287,354111
42287,386404
42287,402706
42287,660679
42287,663510
42287,777692
42287,804434
42287,821622
42287,823668
42287,870695
42287,889399
43004,584565
43004,652344
43101,717621
43101,839843
43130,169645
43130,175764
43130,485420
43130,620868
43130,914075
44162,112134
44162,170977
44162,263144
44162,308470
44162,417654
44162,536587
44162,674938
44162,969286
44344,580347
44344,583351
44344,778959
44344,950407
45937,51230
45937,83556
45937,93499
45937,97201
45937,110476
45937,119426
45937,209564
45937,240589
45937,269870
45937,335833
45937,374572
45937,391289
45937,399241
45937,454933
45937,461869
45937,469180
45937,508816
45937,543433
45937,559248
45937,565019
45937,606978
45937,660679
45937,704438
45937,724664
45937,734572
45937,747042
45937,756469
45937,772157
45937,773773
45937,821622
45937,826533
45937,877034
45937,890236
45937,909826
46049,74017
46049,152991
46049,196145
46049,240913
46049,360729
46049,368320
46049,432054
46049,543433
46049,574096
46049,578024
46049,607020
46049,690723
46049,824555
46049,883476
46049,899692
46079,173252
46079,181200
46079,263244
46079,374572
46079,428286
46079,522992
46079,660679
46079,674938
46079,706244
46079,726374
46079,905328
46079,914527
46079,954961
46079,965152
46098,155431
46098,218067
46098,263144
46098,308469
46098,860145
46456,106743
46456,115791
46456,127948
46456,259799
46456,606978
46456,696944
46456,785882
46456,854579
46456,983166
47560,33464
47560,51309
47560,52457
47560,55408
47560,160451
47560,178090
47560,178381
47560,181498
47560,208084
47560,312559
47560,322250
47560,338181
47560,385920
47560,393604
47560,393955
47560,396793
47560,421565
47560,424504
47560,428585
47560,459818
47560,460157
47560,463435
47560,465371
47560,513869
47560,559800
47560,564398
47560,565019
47560,569729
47560,574096
47560,583847
47560,596929
47560,599046
47560,616467
47560,619079
47560,629589
47560,632109
47560,649628
47560,680396
47560,711400
47560,726202
47560,784469
47560,791847
47560,827484
47560,834376
47560,855085
47560,862066
47560,872098
47560,929711
47560,939428
47560,983077
47560,987402
48277,133694
48277,194857
48277,197033
48277,225106
48277,257737
48277,399241
48277,461869
48277,495692
48277,552679
48277,668296
48277,713644
48277,715340
48277,721150
48277,743359
48277,777692
48277,890113
48277,891920
48277,896576
49050,5795
49050,25155
49050,33464
49050,55408
49050,110476
49050,140616
49050,154714
49050,160531
49050,212256
49050,265474
49050,369563
49050,374572
49050,389769
49050,500189
49050,536587
49050,559248
49050,649628
49050,694461
49050,727337
49050,748398
49050,772157
49050,820777
49050,826533
49050,858258
49050,870695
49050,887200
49050,965152
49050,982806
49766,237818
49766,553669
50105,621581
50241,22741
50241,90148
50241,127409
50241,629589
50241,888338
50241,924491
50945,237321
50945,457566
50945,543504
50945,726327
50945,981277
51230,45937
51230,74017
51230,86582
51230,90287
51230,95985
51230,140616
51230,160531
51230,194857
51230,209564
51230,218067
51230,257737
51230,263144
51230,265474
51230,269870
51230,308024
51230,343297
51230,351038
51230,352318
51230,386404
51230,417664
51230,432030
51230,457741
51230,461869
51230,464695
51230,468276
51230,475311
51230,522150
51230,549429
51230,559248
51230,573417
51230,578454
51230,608983
51230,615249
51230,616467
51230,621581
51230,635789
51230,651922
51230,660679
51230,674728
51230,704438
51230,718811
51230,808462
51230,810801
51230,821723
51230,853276
51230,909244
51230,914075
51230,916948
51230,939238
51230,957080
51230,977079
51230,980347
51230,991074
51309,47560
51309,71369
51309,138760
51309,202247
51309,416958
52441,182339
52441,508816
52441,519861
52441,859160
52457,47560
52457,208084
52457,264058
52457,303215
52457,338181
52457,342022
52457,421565
52457,451604
52457,459818
52457,465371
52457,466891
52457,502818
52457,520893
52457,559248
52457,602154
52457,717776
52457,726202
52457,726542
52457,782536
52457,791847
52457,807227
52457,807703
52457,987402
52929,18043
52929,38878
52929,90694
52929,91756
52929,157906
52929,263144
52929,296720
52929,317525
52929,385467
52929,403575
52929,580347
52929,625230
52929,784715
52929,898006
52929,913681
52929,924491
52929,971793
52933,23921
52933,103652
52933,274429
52933,457566
52933,466891
52933,834761
54907,155431
54907,270160
54907,543504
55053,402936
55408,9421
55408,12494
55408,24901
55408,47560
55408,49050
55408,118488
55408,127948
55408,158599
55408,181498
55408,198812
55408,208084
55408,265474
55408,266071
55408,312559
55408,330200
55408,375550
55408,375845
55408,393604
55408,396606
55408,396793
55408,400867
55408,421565
55408,428585
55408,459818
55408,460157
55408,465371
55408,515608
55408,536001
55408,536587
55408,564398
55408,583847
55408,585626
55408,596929
55408,619079
55408,632109
55408,638857
55408,649628
55408,660679
55408,687507
55408,704438
55408,711400
55408,726202
55408,747042
55408,779845
55408,791847
55408,804132
55408,826533
55408,827484
55408,841967
55408,855085
55408,858258
55408,900119
55408,928020
55408,929711
55408,939428
55408,980347
56528,725592
56528,857999
56577,729972
57955,130226
57955,454897
57955,457566
57955,682482
57955,870337
57955,912908
58052,153473
58052,168383
58052,221082
58052,397925
58052,510457
58052,738233
59627,6135
59627,127948
59627,152012
59627,152991
59627,154186
59627,160451
59627,194857
59627,197033
59627,199187
59627,212710
59627,243588
59627,263244
59627,278374
59627,310466
59627,320710
59627,324446
59627,343297
59627,377658
59627,388163
59627,400867
59627,423178
59627,489577
59627,500846
59627,515608
59627,517910
59627,550121
59627,562855
59627,570255
59627,574096
59627,598707
59627,607020
59627,640518
59627,676169
59627,687395
59627,704438
59627,706244
59627,747042
59627,764148
59627,777692
59627,782334
59627,804132
59627,905328
59627,909826
59627,920883
59627,939238
59627,950407
59627,956532
59627,962823
59627,965293
59627,980347
59627,984356
60438,72474
60438,146170
60438,316303
60438,367242
60438,428998
60438,941366
61112,209564
61112,360729
61112,436879
61112,782910
61112,804434
62659,229032
62659,490549
63167,7848
63167,148529
63167,195691
63167,351902
63167,544870
63167,589745
63167,600619
63167,628474
63167,656073
63167,845529
65347,16948
65347,24356
65347,90148
65347,127409
65347,300804
65347,572295
65347,769063
65347,846009
65347,940112
65347,958627
65347,968045
67558,356813
67558,723044
68228,71732
68228,138760
68228,177377
68228,202247
68228,263144
68228,466891
68228,505547
68228,807703
68228,910685
68228,996586
68322,215456
68322,361097
68322,540742
68690,127948
68690,160817
68690,252585
68690,346087
68690,375845
68690,468276
68690,570255
68690,810801
68690,994374
68739,212905
68739,545414
68739,723328
68835,312559
68835,601148
68835,954961
68835,980347
69175,17180
69175,87432
69175,218067
69175,595066
69792,104494
69792,109200
69792,116299
69792,237321
69792,303215
69792,510562
69792,654577
69792,675367
69792,768985
69792,769063
69792,807703
69792,879323
69792,881980
69792,983454
69792,991436
70420,146170
70420,182339
70420,252634
70420,278958
70420,396793
70420,465371
70420,629589
70420,635419
70420,737755
70420,946410
70766,14688
70766,109410
70766,190171
70766,241456
70766,263144
70766,413789
70766,541992
70766,768985
70766,925352
71369,51309
71369,144771
71369,152481
71369,154611
71369,182339
71369,233229
71369,265474
71369,275363
71369,351038
71369,357263
71369,456096
71369,565019
71369,635419
71369,637061
71369,641770
71369,659096
71369,680396
71369,724664
71369,828331
71369,846172
71369,876906
71369,905328
71369,954515
71732,68228
71732,79685
71732,103538
71732,110476
71732,144771
71732,166047
71732,170321
71732,174752
71732,198916
71732,202173
71732,259412
71732,264058
71732,292771
71732,330908
71732,345317
71732,391950
71732,416958
71732,469062
71732,485420
71732,486723
71732,511164
71732,528461
71732,543504
71732,548544
71732,601817
71732,610871
71732,651842
71732,721041
71732,806610
71732,834761
71732,863817
71732,911829
71732,981277
71732,999975
72444,154142
72444,213860
72444,389769
72444,519861
72444,553669
72444,622964
72444,651842
72444,698971
72444,725592
72444,757073
72444,804132
72444,804434
72444,909826
72444,915822
72444,990076
72474,60438
72474,146170
72474,182339
72474,184614
72474,202511
72474,272515
72474,428998
72474,454428
72474,610871
72474,619079
72474,629589
72474,726327
72474,831812
72474,884287
72732,651873
72738,91756
72738,176164
72738,707900
72738,738728
72738,896821
72738,983433
73080,109410
73080,182339
73080,189707
73080,202511
73080,264058
73080,391950
73080,406426
73080,447968
73080,453432
73080,483556
73080,522150
73080,559248
73080,595066
73080,730687
73080,769063
73080,772269
73080,782910
73080,804583
73080,863817
73080,913587
73080,946410
73483,97664
73483,123437
73989,862066
74017,9421
74017,46049
74017,51230
74017,83556
74017,86582
74017,139237
74017,152012
74017,154714
74017,160531
74017,193676
74017,196145
74017,227443
74017,253095
74017,257737
74017,268330
74017,278374
74017,303215
74017,310461
74017,330200
74017,343297
74017,366716
74017,377658
74017,432054
74017,505846
74017,515608
74017,522992
74017,527585
74017,537966
74017,543433
74017,562855
74017,569949
74017,573417
74017,607020
74017,611037
74017,615249
74017,626591
74017,629573
74017,638857
74017,721150
74017,745745
74017,756469
74017,788474
74017,810801
74017,824555
74017,827354
74017,834313
74017,837400
74017,890113
74017,891920
74017,954961
74017,961018
74017,965152
74017,986827
74425,152012
74425,156978
74425,315645
74425,330200
74425,377658
74425,415685
74425,555976
74425,567216
74425,570255
74425,611037
74425,679489
74425,687507
74425,756469
74425,763874
74425,777692
74425,810801
74425,821622
74425,905328
74425,914075
74425,980347
74832,522150
75060,454897
75060,584565
75683,20501
75683,90148
75683,90694
75683,93499
75683,105772
75683,206430
75683,260834
75683,377863
75683,489729
75683,580347
75683,753692
75683,764143
75683,767217
75683,770147
75683,800567
75683,837172
75683,846666
75683,896821
75683,898006
75683,986827
77197,725592
77635,726327
79685,71732
79685,170321
79685,202173
79685,330908
79685,596439
79685,672617
79685,831812
79685,999975
80991,138760
80991,655767
80991,831812
80991,845022
81638,160531
81638,310466
81638,400867
81638,441435
81638,616467
81638,635419
81638,705172
81638,782334
81638,804132
81638,954961
81638,984356
82245,157906
82245,206430
82245,208237
82245,479968
82245,508816
82245,696596
82610,5795
82610,13084
82610,24356
82610,38878
82610,39784
82610,90148
82610,107122
82610,112757
82610,128194
82610,138760
82610,144771
82610,145845
82610,160451
82610,166047
82610,166096
82610,241923
82610,256407
82610,258600
82610,268330
82610,275363
82610,287882
82610,290350
82610,296720
82610,329752
82610,348711
82610,360729
82610,381742
82610,386404
82610,423420
82610,439173
82610,454854
82610,463864
82610,465371
82610,466938
82610,504406
82610,526158
82610,559800
82610,572442
82610,580347
82610,592059
82610,611198
82610,614659
82610,619849
82610,625230
82610,634006
82610,659096
82610,665978
82610,673712
82610,723044
82610,738728
82610,742254
82610,748485
82610,754834
82610,763874
82610,777468
82610,778023
82610,784715
82610,820860
82610,867753
82610,873129
82610,881238
82610,886557
82610,889386
82610,899692
82610,919883
82610,940112
82610,961715
82610,976288
82610,977079
82610,978120
83556,9421
83556,32820
83556,38878
83556,45937
83556,74017
83556,98667
83556,133263
83556,152012
83556,152991
83556,178036
83556,193676
83556,194857
83556,212710
83556,225106
83556,227443
83556,229032
83556,240913
83556,249741
83556,254511
83556,263144
83556,287882
83556,288324
83556,300740
83556,301337
83556,302297
83556,315645
83556,326381
83556,341782
83556,352318
83556,432054
83556,436879
83556,441435
83556,468276
83556,481517
83556,501468
83556,508816
83556,517910
83556,522992
83556,552679
83556,553669
83556,562855
83556,563940
83556,578024
83556,580347
83556,585256
83556,626591
83556,674728
83556,690723
83556,713644
83556,715340
83556,721150
83556,753692
83556,756469
83556,777692
83556,788474
83556,804434
83556,817649
83556,877034
83556,887167
83556,889386
83556,890113
83556,891920
83556,914527
83556,916948
83556,931636
83556,939238
83556,962823
83556,977079
83556,991163
83635,105772
83635,127409
83635,253095
83635,415534
83635,570255
83635,615249
83959,185660
84149,138760
84149,142105
84149,278958
84149,862066
84149,913681
84252,152991
84252,495692
84252,501468
84252,715340
84252,721150
84252,827354
84439,472016
84439,562855
84439,846009
85151,391950
85151,413862
85151,425980
85151,595066
85436,536587
85436,578024
85436,763874
85752,202247
85752,537780
85752,865855
85752,937351
86582,5795
86582,29341
86582,51230
86582,74017
86582,125115
86582,127948
86582,140616
86582,154714
86582,160531
86582,194857
86582,198812
86582,209564
86582,218067
86582,257737
86582,263144
86582,268330
86582,288123
86582,305540
86582,308024
86582,351038
86582,354111
86582,385920
86582,386404
86582,391950
86582,423178
86582,448151
86582,454933
86582,466938
86582,475311
86582,476123
86582,517910
86582,552585
86582,553669
86582,559248
86582,570255
86582,585256
86582,598707
86582,602086
86582,608983
86582,619079
86582,621581
86582,638857
86582,649628
86582,660679
86582,668296
86582,696944
86582,704438
86582,705172
86582,804132
86582,808462
86582,823668
86582,837400
86582,846172
86582,853276
86582,863817
86582,870695
86582,908195
86582,918090
86582,922821
86582,939571
87420,98667
87420,127948
87420,139237
87420,173252
87420,212710
87420,240913
87420,330200
87420,375845
87420,699074
87420,706244
87420,960886
87432,69175
87432,321379
87432,905328
87432,960673
87432,993278
88225,725592
88536,199187
88536,254511
88536,383577
88536,504078
88536,748485
88536,873129
88833,191061
90148,50241
90148,65347
90148,75683
90148,82610
90148,182339
90148,233136
90148,300740
90148,301337
90148,396793
90148,400288
90148,403575
90148,500189
90148,696596
90148,753692
90148,770147
90148,828331
90148,837172
90148,886557
90148,886976
90148,887200
90148,919883
90148,965152
90287,9421
90287,51230
90287,93499
90287,95985
90287,138166
90287,140616
90287,146050
90287,160451
90287,160817
90287,182339
90287,194857
90287,225106
90287,305540
90287,328887
90287,349749
90287,351038
90287,393955
90287,396793
90287,423178
90287,448151
90287,452902
90287,464695
90287,570255
90287,573417
90287,580347
90287,602086
90287,621581
90287,638857
90287,660679
90287,668296
90287,674728
90287,704438
90287,718811
90287,764143
90287,804132
90287,804434
90287,823668
90287,889399
90287,918090
90287,939238
90287,939571
90287,957080
90287,965293
90287,993266
90287,994374
90376,217877
90376,259639
90694,52929
90694,75683
90694,138760
90694,144771
90694,182339
90694,217580
90694,321831
90694,367563
90694,418840
90694,459902
90694,466968
90694,472016
90694,497872
90694,507005
90694,526158
90694,559248
90694,580347
90694,607890
90694,656748
90694,659096
90694,685438
90694,745745
90694,753692
90694,767217
90694,804434
90694,858239
90694,859160
90694,889386
90694,894612
90694,896821
91355,547245
91355,558138
91355,646811
91355,777914
91419,227443
91419,366716
91419,443018
91419,558817
91419,583328
91419,681584
91419,721150
91419,790396
91419,806873
91419,837172
91419,920883
91419,994680
91756,52929
91756,72738
91756,176164
91756,632522
91756,707900
91756,738728
91959,9034
91959,98667
91959,116299
91959,127948
91959,135153
91959,147687
91959,152991
91959,160451
91959,204809
91959,212710
91959,233136
91959,269870
91959,290858
91959,292231
91959,310461
91959,322877
91959,328887
91959,330596
91959,376613
91959,411817
91959,428286
91959,432054
91959,489577
91959,489729
91959,500189
91959,569949
91959,574096
91959,607020
91959,619079
91959,619849
91959,621581
91959,629573
91959,638857
91959,681584
91959,687395
91959,705172
91959,724664
91959,748485
91959,771079
91959,791847
91959,806873
91959,845632
91959,890113
91959,899692
91959,905328
91959,912099
91959,914527
91959,920883
91959,965152
92716,111982
92716,205920
92716,443018
92716,629329
92716,725812
92716,896821
92970,809388
93095,202247
93095,278958
93095,357263
93095,649628
93095,728842
93095,817147
93499,5795
93499,40543
93499,45937
93499,75683
93499,90287
93499,133694
93499,139237
93499,144771
93499,194857
93499,198812
93499,202214
93499,209564
93499,213860
93499,259799
93499,260834
93499,287882
93499,349749
93499,351038
93499,354111
93499,368452
93499,376613
93499,386404
93499,428100
93499,452902
93499,475311
93499,485906
93499,488932
93499,519861
93499,522992
93499,536587
93499,553669
93499,569949
93499,574096
93499,618019
93499,620868
93499,654489
93499,674728
93499,721150
93499,748398
93499,764143
93499,826533
93499,877034
93499,886454
93499,889399
93499,912099
93499,925449
93499,931636
93499,939238
93499,994374
94085,25383
94085,227356
94085,725592
94085,983003
94128,596580
94128,782910
95985,51230
95985,90287
95985,142925
95985,209564
95985,461869
95985,501468
95985,668296
95985,704438
95985,810801
95985,821723
95985,909244
96798,237321
96798,757732
96798,809635
96798,878938
97201,5795
97201,33464
97201,38878
97201,45937
97201,139237
97201,140840
97201,146050
97201,154714
97201,160531
97201,196145
97201,198812
97201,225106
97201,281601
97201,352318
97201,375845
97201,377863
97201,389822
97201,432030
97201,443018
97201,454933
97201,457741
97201,468276
97201,475311
97201,500189
97201,536587
97201,546836
97201,570255
97201,574096
97201,585626
97201,608983
97201,629573
97201,660679
97201,669256
97201,690723
97201,703359
97201,704438
97201,725812
97201,726374
97201,747042
97201,759408
97201,798855
97201,858258
97201,889399
97201,891920
97201,892315
97201,909173
97201,914527
97201,965152
97201,980347
97201,994374
97664,73483
97664,123437
97664,140386
97664,160531
97664,168685
97664,199187
97664,209564
97664,240913
97664,253095
97664,257737
97664,301186
97664,345522
97664,446260
97664,481517
97664,567216
97664,586018
97664,615249
97664,690723
97664,846009
97664,909244
97664,965293
97664,984356
98012,39732
98012,240913
98012,367242
98012,446114
98012,500189
98012,502855
98012,612651
98012,621581
98012,649628
98012,834761
98012,913681
98220,138760
98220,323807
98220,593103
98220,778023
98667,9034
98667,9421
98667,83556
98667,87420
98667,91959
98667,101021
98667,105772
98667,133694
98667,147687
98667,152012
98667,152991
98667,196145
98667,227443
98667,240589
98667,253231
98667,254511
98667,281457
98667,287882
98667,292231
98667,301337
98667,352318
98667,475311
98667,527585
98667,539688
98667,550121
98667,553396
98667,562855
98667,611037
98667,615249
98667,619849
98667,690723
98667,696944
98667,721150
98667,827354
98667,837172
98667,837400
98667,890113
98667,891920
98667,905328
98667,909826
98667,914075
98667,919883
98667,920883
98667,939238
98667,977079
98940,144919
98940,454897
98940,725592
98940,769063
