userID,artistID,weight
5334,551963,135
5334,560606,39
5334,564119,44
5334,606714,47
5334,645629,67
5334,648005,74
5334,667575,82
5334,721233,53
5334,722619,93
5334,772546,60
5334,784942,37
5334,790996,41
5334,860452,56
5334,867625,110
5334,882462,52
5334,934503,52
5334,936470,30
5334,958081,61
5334,993617,77
5545,30545,2
5545,57255,2
5545,61695,2
5545,66727,2
5545,79296,1
5545,103921,6
5545,122340,1
5545,201345,74
5545,221954,5
5545,278568,17
5545,285049,2
5545,285646,15
5545,289022,7
5545,303419,1
5545,312702,1
5545,314744,2
5545,340920,6
5545,341419,1
5545,350043,7226
5545,382937,153
5545,390392,14
5545,420892,7
5545,483790,27
5545,505712,1
5545,538217,2
5545,558266,65
5545,578208,1
5545,672509,1
5545,684317,2
5545,707607,1
5545,729090,24
5545,744883,1
5545,751834,3
5545,789306,2
5545,807942,2
5545,860887,6
5545,877020,10
5545,904494,3
5545,916809,1
5545,943320,30
5545,961220,9
5545,964909,57
5545,969160,188
5545,971418,4
5795,52566,35
5795,78910,425
5795,79296,1088
5795,157316,1158
5795,201345,5765
5795,204506,2509
5795,212976,384
5795,240545,91
5795,249929,1046
5795,289022,2977
5795,314579,65
5795,340920,879
5795,342158,1605
5795,350043,856
5795,350402,1365
5795,374572,201
5795,375660,1683
5795,377676,218
5795,382937,28004
5795,390058,66
5795,390392,181
5795,399202,237
5795,494696,138
5795,496216,78
5795,539859,1541
5795,558266,8380
5795,578208,1372
5795,596297,3323
5795,646564,578
5795,658338,1035
5795,675316,478
5795,690222,2101
5795,697458,79
5795,751834,2909
5795,786257,76
5795,789306,1060
5795,790342,44
5795,807942,418
5795,836187,302
5795,847991,811
5795,864301,1400
5795,924332,2228
5795,937312,1191
5795,943320,602
5795,964909,2738
5795,971128,661
6135,55864,211
6135,59223,189
6135,86763,277
6135,96818,516
6135,140843,125
6135,148323,120
6135,188220,650
6135,289022,178
6135,303419,150
6135,340920,923
6135,350043,4605
6135,370168,99
6135,382937,1068
6135,390392,1000
6135,412039,340
6135,418744,315
6135,459951,264
6135,469310,265
6135,483790,452
6135,494696,106
6135,496216,129
6135,505712,134
6135,551118,126
6135,558266,605
6135,560392,100
6135,578208,185
6135,596297,815
6135,602807,101
6135,623091,376
6135,684317,1815
6135,707607,114
6135,744883,1050
6135,789306,260
6135,804753,93
6135,807942,585
6135,811770,202
6135,855469,193
6135,864301,375
6135,866207,300
6135,868345,111
6135,877020,230
6135,895320,184
6135,898623,284
6135,924332,404
6135,937312,276
6135,946579,97
6135,986956,2000
7848,30815,361
7848,41003,1036
7848,66232,561
7848,77532,744
7848,111711,554
7848,127881,1198
7848,131009,378
7848,135136,4780
7848,145193,613
7848,196501,6291
7848,198622,664
7848,252571,1412
7848,282641,785
7848,308300,1479
7848,339516,1064
7848,342158,568
7848,347856,889
7848,374639,1416
7848,397077,455
7848,431986,461
7848,464751,447
7848,533074,598
7848,583051,411
7848,602739,6710
7848,611120,775
7848,617677,1177
7848,649232,582
7848,668229,628
7848,696278,556
7848,714795,1458
7848,721969,338
7848,764766,557
7848,788098,800
7848,793380,285
7848,798453,896
7848,827034,496
7848,873101,1144
7848,878440,306
7848,898016,529
7848,900212,406
7848,942237,284
7848,947234,558
7848,963561,725
7848,999984,383
8724,8532,41
8724,28480,16
8724,111157,19
8724,130947,13
8724,194647,16
8724,200991,15
8724,210488,63
8724,220410,20
8724,250664,30
8724,257793,22
8724,278486,46
8724,279772,22
8724,282229,14
8724,347856,38
8724,353581,31
8724,388081,16
8724,401264,26
8724,401604,16
8724,414829,20
8724,418232,14
8724,431458,37
8724,473976,56
8724,483688,16
8724,517903,107
8724,543696,16
8724,549965,15
8724,551293,18
8724,588756,16
8724,601564,24
8724,670264,17
8724,671844,17
8724,689582,17
8724,707812,15
8724,709862,109
8724,713056,25
8724,719554,40
8724,732209,15
8724,733436,18
8724,738167,13
8724,774058,17
8724,836873,17
8724,853228,36
8724,890020,64
8724,967382,12
8724,981123,24
8900,9477,278
8900,11533,156
8900,21330,193
8900,44135,99
8900,95381,110
8900,103776,385
8900,109974,393
8900,158000,310
8900,164890,126
8900,248029,461
8900,251063,163
8900,264186,117
8900,265828,126
8900,270489,155
8900,275416,103
8900,298317,100
8900,323262,142
8900,337208,130
8900,364157,336
8900,411306,464
8900,416926,118
8900,445434,156
8900,494419,109
8900,549137,120
8900,562020,119
8900,563716,207
8900,593594,122
8900,623203,132
8900,626060,115
8900,633753,278
8900,641199,135
8900,666484,440
8900,705158,136
8900,736698,137
8900,744946,195
8900,787409,114
8900,829003,112
8900,856345,205
8900,863551,409
8900,889964,207
8900,904058,138
8900,924281,110
8900,952116,479
8900,954652,130
8900,959082,424
8900,978274,210
9034,3078,281
9034,6671,120
9034,20317,652
9034,55864,114
9034,81106,116
9034,139596,202
9034,188220,508
9034,201345,6371
9034,204506,270
9034,234068,523
9034,245650,126
9034,245654,305
9034,249929,455
9034,270994,169
9034,298215,317
9034,303419,102
9034,340920,6574
9034,341419,2411
9034,347856,185
9034,350043,491
9034,382937,2110
9034,390392,2662
9034,473976,151
9034,494696,1235
9034,508732,432
9034,530856,237
9034,558266,414
9034,569438,160
9034,578208,592
9034,599552,446
9034,600106,118
9034,623091,695
9034,653895,147
9034,682421,1072
9034,707607,128
9034,777447,145
9034,789306,134
9034,868345,475
9034,877020,1076
9034,890513,217
9034,935396,189
9034,937312,586
9034,937818,202
9034,964909,766
9034,986956,449
9072,41588,120
9072,92683,311
9072,93896,235
9072,103921,97
9072,145000,64
9072,185589,108
9072,190895,85
9072,197265,46
9072,201345,323
9072,204009,182
9072,245650,91
9072,248646,67
9072,275547,103
9072,327817,77
9072,338629,148
9072,340920,317
9072,350043,1470
9072,370168,63
9072,390392,474
9072,431458,165
9072,492865,67
9072,505712,48
9072,525973,389
9072,532992,70
9072,539390,52
9072,558266,72
9072,596297,625
9072,671519,54
9072,724072,74
9072,727985,91
9072,744883,130
9072,751834,589
9072,787885,83
9072,811724,76
9072,811770,2385
9072,833463,107
9072,847991,106
9072,870286,58
9072,877020,80
9072,894871,104
9072,895320,51
9072,913163,62
9072,986956,83
9421,3512,407
9421,78910,543
9421,86763,1023
9421,90862,374
9421,132387,452
9421,201345,583
9421,224759,192
9421,289022,861
9421,298215,1571
9421,320709,840
9421,340920,3325
9421,350043,2787
9421,370168,1599
9421,382937,1370
9421,390392,6260
9421,400265,156
9421,459951,252
9421,460966,160
9421,479619,161
9421,530856,783
9421,538217,843
9421,558266,2493
9421,572803,255
9421,578208,161
9421,596297,1815
9421,644886,153
9421,658338,978
9421,680660,476
9421,684317,2236
9421,707607,185
9421,732479,330
9421,764731,365
9421,777447,1166
9421,789306,256
9421,856636,1592
9421,864301,1007
9421,866207,995
9421,877020,437
9421,895320,162
9421,898623,349
9421,937312,1035
9421,986956,15849
9421,999690,161
9421,999730,284
9797,5232,91
9797,12957,389
9797,31115,246
9797,64032,319
9797,72792,92
9797,81155,508
9797,84377,146
9797,112640,199
9797,169692,150
9797,191819,137
9797,202625,127
9797,221026,131
9797,259148,65
9797,311125,111
9797,339181,93
9797,346848,149
9797,419225,83
9797,433436,249
9797,449985,380
9797,457070,67
9797,543696,841
9797,547257,525
9797,563793,496
9797,590336,181
9797,698808,79
9797,707812,703
9797,729439,119
9797,731448,287
9797,780257,71
9797,787675,231
9797,807064,365
9797,855873,254
9797,870744,91
9797,873407,409
9797,883541,240
9797,894707,72
9797,895272,396
9797,920419,198
9797,933628,465
9797,941908,284
9797,944806,452
9797,947296,95
9797,968715,99
9797,993419,76
10146,12957,86
10146,19394,21
10146,21308,25
10146,27852,155
10146,41763,8
10146,42688,130
10146,67062,16
10146,188671,2360
10146,205375,11
10146,216306,85
10146,249164,16
10146,265562,12
10146,270385,44
10146,369098,122
10146,433204,22
10146,510749,1407
10146,597664,5427
10146,620663,1006
10146,717548,16
10146,783439,10
10146,806104,39
10146,884482,48
10146,901681,31
10146,907902,97
10146,958389,663
10243,23800,121
10243,72792,159
10243,100181,119
10243,142587,172
10243,146060,172
10243,159354,238
10243,161578,225
10243,183528,263
10243,211310,478
10243,219307,181
10243,245657,191
10243,311998,121
10243,339181,132
10243,388081,169
10243,389892,161
10243,403463,305
10243,406159,212
10243,449985,498
10243,486812,182
10243,488908,756
10243,488966,162
10243,528733,150
10243,530139,165
10243,530450,198
10243,589862,121
10243,627664,113
10243,686778,458
10243,693084,183
10243,696622,162
10243,709862,191
10243,719244,170
10243,737491,124
10243,741476,162
10243,745541,108
10243,763663,216
10243,773761,749
10243,796132,370
10243,796742,258
10243,804890,119
10243,828473,132
10243,855873,1747
10243,867749,134
10243,872758,237
10243,873407,226
10243,882483,160
10243,921708,377
10243,965244,161
10243,967795,227
10243,977444,535
12180,18155,18
12180,20317,35
12180,74440,18
12180,79296,28
12180,117254,17
12180,165882,20
12180,179999,9
12180,188220,102
12180,197820,54
12180,201345,52
12180,204506,27
12180,211939,12
12180,285646,18
12180,289022,10
12180,298215,22
12180,332384,11
12180,342452,10
12180,375660,44
12180,377676,11
12180,382937,39
12180,390392,33
12180,496216,100
12180,497878,10
12180,539131,15
12180,558266,27
12180,599597,9
12180,600106,82
12180,602985,12
12180,603499,40
12180,607740,13
12180,744883,68
12180,755236,9
12180,765483,24
12180,775571,37
12180,786257,50
12180,804753,10
12180,811960,11
12180,853013,12
12180,940413,55
12180,943320,12
12180,946579,10
12180,964070,36
12180,964909,1449
12180,979807,305
12180,990766,137
12180,994143,24
12494,21000,118
12494,24690,204
12494,94626,456
12494,113906,344
12494,115689,149
12494,124993,136
12494,126901,243
12494,167592,125
12494,224806,1311
12494,244457,246
12494,251661,568
12494,258978,159
12494,332637,171
12494,342771,124
12494,350043,7773
12494,351809,139
12494,372676,428
12494,387123,154
12494,390058,142
12494,405628,171
12494,433936,1806
12494,463470,167
12494,484542,218
12494,542682,2021
12494,548123,274
12494,560520,173
12494,562465,144
12494,578208,268
12494,627052,203
12494,633753,1491
12494,706679,28153
12494,711779,476
12494,714964,130
12494,726962,303
12494,746301,427
12494,766699,412
12494,785530,523
12494,785562,112
12494,786086,155
12494,828177,186
12494,916809,183
12494,934634,158
12494,987648,200
12778,34965,267
12778,41403,290
12778,50943,124
12778,57243,99
12778,58179,196
12778,98714,130
12778,100922,306
12778,186414,176
12778,205875,118
12778,221877,173
12778,264103,321
12778,272241,103
12778,302116,117
12778,302822,76
12778,325532,108
12778,328068,274
12778,333150,108
12778,338676,101
12778,339127,105
12778,388902,139
12778,404102,101
12778,406326,175
12778,430837,135
12778,448379,252
12778,455411,92
12778,536095,150
12778,552666,560
12778,561929,293
12778,588628,266
12778,604888,77
12778,621876,181
12778,622320,126
12778,656722,2651
12778,698753,82
12778,726832,279
12778,748475,76
12778,751726,95
12778,753716,82
12778,772971,121
12778,787656,173
12778,850616,83
12778,858828,88
12778,871382,96
12778,886509,105
12778,936394,311
12778,940997,100
13084,10905,177
13084,28480,318
13084,28866,193
13084,44000,150
13084,45068,201
13084,93595,144
13084,122127,228
13084,144033,133
13084,158427,397
13084,202965,2544
13084,213686,123
13084,222197,277
13084,225850,239
13084,234068,128
13084,267362,244
13084,347856,173
13084,418232,264
13084,433815,124
13084,438188,227
13084,444932,122
13084,462015,232
13084,543696,129
13084,568701,288
13084,597293,209
13084,609500,171
13084,633276,286
13084,672842,177
13084,675783,163
13084,684299,241
13084,689582,283
13084,707812,182
13084,712357,133
13084,791341,147
13084,807064,181
13084,834530,123
13084,847576,167
13084,847991,123
13084,849140,347
13084,872700,547
13084,878440,1698
13084,878598,171
13084,890020,461
13084,892050,166
13084,906958,283
13084,926478,147
13084,942797,502
13084,961027,189
13084,963768,126
13084,977444,126
13163,42236,105
13163,120905,276
13163,124302,584
13163,167990,141
13163,169256,182
13163,196891,109
13163,203403,207
13163,210488,195
13163,241345,938
13163,261544,164
13163,278486,103
13163,287483,110
13163,295764,121
13163,330243,203
13163,353600,220
13163,365867,528
13163,401264,325
13163,414172,102
13163,436105,169
13163,449985,474
13163,489220,181
13163,531865,144
13163,547257,154
13163,584578,121
13163,634974,343
13163,637343,385
13163,647731,331
13163,652781,132
13163,657701,103
13163,671844,586
13163,680680,169
13163,682421,103
13163,692183,164
13163,696850,425
13163,709862,378
13163,716635,125
13163,737471,141
13163,796268,116
13163,823113,198
13163,850112,288
13163,884551,1592
13163,933628,146
13163,935760,133
13163,984960,140
13713,80347,20
13713,82152,900
13713,106389,29
13713,119936,28
13713,130631,24
13713,168316,20
13713,182626,31
13713,215059,55
13713,271941,1327
13713,297477,39
13713,309152,33
13713,315749,80
13713,370362,157
13713,412847,56
13713,431458,19
13713,443598,25
13713,459951,95
13713,516912,37
13713,517903,40
13713,525050,33
13713,565896,41
13713,566254,34
13713,641552,19
13713,646564,68
13713,702123,41
13713,706679,154
13713,707812,48
13713,709862,79
13713,732209,44
13713,733179,28
13713,802563,21
13713,804880,67
13713,834530,20
13713,836797,20
13713,890020,263
13713,900329,18
13713,916809,44
13713,922738,26
13713,944806,32
13713,975521,20
13713,977444,33
13713,986710,57
14468,44000,354
14468,130947,550
14468,144447,1045
14468,159354,2248
14468,182626,640
14468,220410,665
14468,250736,370
14468,290003,2091
14468,339181,615
14468,348020,1118
14468,371664,428
14468,382937,542
14468,388081,2190
14468,390392,590
14468,425617,1295
14468,431458,2684
14468,479619,414
14468,490572,569
14468,530139,589
14468,543696,595
14468,551293,1094
14468,621937,784
14468,668797,1170
14468,706679,1057
14468,707812,560
14468,709862,2790
14468,751834,676
14468,794732,455
14468,796132,1020
14468,805077,316
14468,806741,523
14468,843641,1300
14468,866207,1092
14468,871695,322
14468,878440,878
14468,887766,304
14468,891615,421
14468,900329,1530
14468,909676,350
14468,912372,403
14468,937818,519
14468,963768,788
14468,986956,1773
14688,12960,114
14688,13097,66
14688,36006,67
14688,72775,109
14688,130947,82
14688,157091,73
14688,186713,136
14688,206624,83
14688,262375,232
14688,265980,101
14688,317921,88
14688,318131,110
14688,339181,71
14688,353581,64
14688,356804,65
14688,357595,117
14688,375660,75
14688,411306,78
14688,444065,98
14688,456691,155
14688,457072,75
14688,459951,70
14688,475764,73
14688,483795,74
14688,551293,73
14688,556371,69
14688,599920,73
14688,627297,89
14688,653087,102
14688,665604,117
14688,666484,184
14688,671844,288
14688,690126,70
14688,706679,230
14688,709862,143
14688,767217,72
14688,786889,165
14688,848800,67
14688,856345,250
14688,878440,62
14688,894544,75
14688,899507,94
14688,979876,78
14688,991653,86
15310,3512,124
15310,20317,168
15310,55864,132
15310,64395,589
15310,80347,97
15310,80360,148
15310,95642,581
15310,102186,155
15310,103127,495
15310,201345,294
15310,216069,252
15310,234029,276
15310,234068,70
15310,249929,61
15310,270383,70
15310,270994,1219
15310,285646,84
15310,303419,286
15310,331950,95
15310,340920,523
15310,350043,332
15310,371664,120
15310,382937,1872
15310,390392,333
15310,451532,51
15310,470883,81
15310,483790,734
15310,494696,1775
15310,505712,862
15310,530856,147
15310,539859,195
15310,578208,3149
15310,596297,114
15310,684317,191
15310,743493,77
15310,751834,114
15310,775571,102
15310,789306,51
15310,866207,314
15310,877020,101
15310,924778,781
15310,946579,264
15310,964070,98
15310,971127,186
15762,10943,436
15762,75866,343
15762,112090,1570
15762,112419,458
15762,130947,502
15762,133084,3100
15762,154198,338
15762,191894,308
15762,206756,1312
15762,244433,220
15762,267422,274
15762,309152,227
15762,322074,1082
15762,332637,4411
15762,444771,825
15762,482800,224
15762,516253,356
15762,516756,351
15762,542682,795
15762,546334,1907
15762,549965,326
15762,558793,912
15762,572602,1207
15762,601564,1566
15762,605014,496
15762,682249,390
15762,706679,305
15762,719158,437
15762,765879,3046
15762,786627,368
15762,793515,257
15762,795278,1646
15762,803739,261
15762,809507,530
15762,813289,524
15762,844589,1427
15762,855720,418
15762,860887,598
15762,862864,251
15762,867625,227
15762,890020,736
15762,890629,243
15762,916809,300
15762,918228,1360
15762,954652,9275
16154,32152,192
16154,39040,173
16154,119670,164
16154,216242,196
16154,246740,193
16154,275384,162
16154,297897,159
16154,314878,238
16154,344237,184
16154,349325,219
16154,387137,352
16154,389073,325
16154,397158,174
16154,413891,188
16154,419434,170
16154,450421,177
16154,462118,179
16154,508157,193
16154,517096,186
16154,520922,192
16154,544198,207
16154,572660,347
16154,582333,162
16154,586692,214
16154,604786,241
16154,637356,207
16154,643423,194
16154,646996,243
16154,664315,263
16154,705607,170
16154,709862,175
16154,710017,144
16154,740793,205
16154,753627,219
16154,760164,313
16154,809495,306
16154,856469,185
16154,879131,266
16154,900618,163
16154,919126,226
16154,934165,155
16154,943822,151
16154,986679,148
16583,13842,283
16583,28480,261
16583,64032,309
16583,82152,383
16583,94715,273
16583,119936,296
16583,126901,1083
16583,129376,540
16583,130947,1299
16583,132541,524
16583,192855,279
16583,197395,543
16583,211763,250
16583,279713,297
16583,292507,314
16583,327240,359
16583,348441,652
16583,350663,368
16583,370362,1151
16583,398977,299
16583,444065,301
16583,456691,427
16583,470690,292
16583,520906,437
16583,537114,276
16583,595518,288
16583,600392,490
16583,621937,400
16583,638467,3261
16583,646996,1509
16583,706679,2472
16583,721963,283
16583,745541,1340
16583,760164,321
16583,765879,815
16583,795410,564
16583,831287,254
16583,831759,253
16583,831797,610
16583,862004,620
16583,871297,257
16583,871382,450
16583,878440,377
16583,878826,408
16583,897611,308
16583,978372,393
16948,5670,134
16948,58203,158
16948,75866,642
16948,106056,161
16948,112419,325
16948,122262,525
16948,130947,924
16948,161510,196
16948,238653,444
16948,319444,302
16948,368099,467
16948,377710,235
16948,403430,198
16948,452145,167
16948,455820,1489
16948,475764,421
16948,476814,210
16948,478984,948
16948,487908,194
16948,503372,198
16948,511147,372
16948,535916,811
16948,551963,263
16948,564486,702
16948,566254,483
16948,591761,175
16948,593529,581
16948,601564,155
16948,660637,406
16948,671844,318
16948,689582,1265
16948,697103,150
16948,698936,254
16948,700700,430
16948,710791,206
16948,734659,324
16948,791681,152
16948,811548,215
16948,819277,323
16948,867625,603
16948,883541,747
16948,890020,253
16948,963586,1048
16948,983013,383
17180,989,87
17180,50894,329
17180,52064,76
17180,56489,465
17180,70231,258
17180,80374,127
17180,176215,189
17180,202250,168
17180,203092,124
17180,205747,124
17180,238653,716
17180,332637,66
17180,358392,380
17180,364643,122
17180,379665,248
17180,388395,89
17180,412289,277
17180,421546,163
17180,465858,427
17180,480584,126
17180,486095,141
17180,506080,267
17180,552299,106
17180,562020,68
17180,564466,92
17180,641727,149
17180,659453,457
17180,671635,167
17180,698936,1416
17180,719158,210
17180,754981,120
17180,772546,1112
17180,850648,213
17180,863551,138
17180,882064,159
17180,886457,212
17180,890020,159
17180,891616,103
17180,916266,452
17180,954652,327
17180,958081,154
17180,967382,71
17180,976331,225
17180,992888,119
17180,996640,111
17887,10905,2501
17887,104196,1579
17887,120905,692
17887,129376,1963
17887,201305,1909
17887,211763,211
17887,224777,246
17887,227376,273
17887,312278,343
17887,347856,3921
17887,351388,464
17887,357432,752
17887,391455,594
17887,398621,534
17887,418232,353
17887,422609,3375
17887,444065,1060
17887,476468,732
17887,490288,984
17887,497557,1121
17887,516322,331
17887,552983,288
17887,594964,3873
17887,599552,960
17887,627490,660
17887,637340,280
17887,638467,524
17887,677576,214
17887,684317,429
17887,706679,4196
17887,712271,325
17887,714964,277
17887,726415,720
17887,761630,201
17887,783690,1863
17887,791862,741
17887,812449,483
17887,862004,1131
17887,871279,271
17887,881145,480
17887,987484,263
17887,993979,902
18043,44000,145
18043,64032,164
18043,79193,136
18043,81515,115
18043,93595,105
18043,167592,92
18043,220659,118
18043,245650,109
18043,280926,85
18043,290320,111
18043,303509,327
18043,304026,174
18043,313541,86
18043,386367,103
18043,390792,184
18043,412289,103
18043,431458,134
18043,487603,267
18043,496449,91
18043,517903,120
18043,520220,190
18043,559938,130
18043,592801,199
18043,634664,85
18043,682006,120
18043,689582,185
18043,694102,143
18043,709862,351
18043,726859,121
18043,732209,90
18043,749412,99
18043,778289,139
18043,807064,196
18043,819908,234
18043,820263,92
18043,835579,537
18043,847489,415
18043,864546,136
18043,871307,376
18043,873117,151
18043,883541,93
18043,890020,623
18043,891766,293
18043,891802,177
18043,967818,145
18043,977444,85
20501,16287,395
20501,113347,442
20501,116701,936
20501,132543,194
20501,134099,270
20501,215059,195
20501,215479,686
20501,238653,362
20501,252634,300
20501,277225,451
20501,322074,476
20501,351956,2273
20501,353636,188
20501,359869,691
20501,373260,3017
20501,387945,174
20501,396783,394
20501,398621,321
20501,404389,232
20501,461728,2060
20501,480762,525
20501,559338,505
20501,639177,165
20501,641269,323
20501,642784,1042
20501,652116,416
20501,675783,2064
20501,690008,381
20501,698936,182
20501,707580,220
20501,737315,332
20501,756626,225
20501,819503,987
20501,832895,1043
20501,843022,168
20501,860648,254
20501,860887,281
20501,912298,227
20501,914122,1066
20501,979966,322
21197,12957,56
21197,31115,263
21197,46858,54
21197,59884,175
21197,130947,153
21197,141520,255
21197,215090,70
21197,216610,75
21197,235559,57
21197,265782,145
21197,294501,85
21197,321769,111
21197,361945,72
21197,365867,243
21197,414829,163
21197,443572,132
21197,446360,224
21197,462202,252
21197,473976,75
21197,494010,151
21197,533448,303
21197,599768,67
21197,634974,253
21197,651780,104
21197,657701,561
21197,671844,154
21197,683206,429
21197,686966,64
21197,709862,441
21197,739640,101
21197,745541,263
21197,748502,323
21197,751950,112
21197,754348,381
21197,802774,60
21197,816741,93
21197,842022,56
21197,845296,232
21197,871307,53
21197,882396,157
21197,890120,71
21197,933628,148
21197,955516,84
21485,5174,316
21485,9313,237
21485,12957,964
21485,72178,533
21485,95083,259
21485,227376,275
21485,239805,517
21485,254432,485
21485,278486,290
21485,311914,366
21485,321491,629
21485,343440,818
21485,388395,406
21485,402321,508
21485,422816,728
21485,445262,550
21485,449985,337
21485,467792,517
21485,508385,263
21485,520676,604
21485,539390,689
21485,556825,683
21485,564883,256
21485,573529,568
21485,626055,641
21485,656451,271
21485,698936,249
21485,709458,236
21485,709862,344
21485,732205,346
21485,732890,762
21485,746970,267
21485,762026,263
21485,772546,329
21485,793515,310
21485,795278,1172
21485,841039,316
21485,842022,710
21485,912135,274
21485,916379,258
21485,940837,1478
21485,952079,372
21485,952106,311
21488,38407,594
21488,39165,282
21488,44000,227
21488,47313,1524
21488,70657,259
21488,93595,1439
21488,107350,495
21488,120528,181
21488,125080,191
21488,130947,668
21488,173540,171
21488,200991,1331
21488,202965,339
21488,218206,202
21488,225850,475
21488,269254,287
21488,276482,289
21488,325613,421
21488,327240,1457
21488,328397,566
21488,338044,831
21488,366462,519
21488,390392,411
21488,421230,285
21488,468750,489
21488,517903,614
21488,524197,204
21488,537857,369
21488,624549,262
21488,682421,169
21488,807064,200
21488,816814,318
21488,833804,227
21488,839864,189
21488,859673,246
21488,878440,857
21488,878826,965
21488,898322,206
21488,909676,272
21488,941908,797
21488,945594,179
21488,967795,329
21488,981123,296
21793,47313,12
21793,87029,2
21793,96114,24
21793,130000,7
21793,133895,11
21793,139572,5
21793,154316,9
21793,169708,5
21793,177776,4
21793,194828,54
21793,233996,2
21793,245657,12
21793,254377,2
21793,264510,3
21793,338044,10
21793,356078,9
21793,358905,19
21793,369712,6
21793,385400,7
21793,398611,4
21793,407493,2
21793,449985,21
21793,483822,36
21793,485808,3
21793,494831,75
21793,525131,8
21793,531054,6
21793,557551,44
21793,600164,5
21793,625187,3
21793,645211,4
21793,677765,8
21793,684180,8
21793,694250,5
21793,703099,3
21793,709862,2
21793,716197,6
21793,729439,6
21793,747212,5
21793,752720,13
21793,754909,5
21793,894707,6
21793,933628,9
21793,937321,17
21793,951563,4
21793,960437,22
21793,979304,23
21793,994630,6
22741,27061,353
22741,100726,213
22741,129916,210
22741,169256,304
